user,rating,komentar,timestamp,sentimen,platform
Yudha Irjayanto,1,"jgn pinjam di GO PINJAM (angsuran ke 2), telat 1 hari di teror tlpn terus menerus & di chat wa tdk ada etikanya... sy sdh blng (stlh terima uang setoran dr sopir yg pakai mobilku utk Grab,maxim & gocar sy langsung setor dan benarkan sy langsung stor) Sy akan lunasi percepat (ANGSURAN KE 3), Tokopedia Hapus, jual semua saham GOTO, Hapus mitra Go Partner. KECEWA !!!",13/03/2026 21:51,positif,Google Maps
mas bro,1,"TERUNTUK PT GOJEK PERBAIKI SISTEMMU KASIH FITUR ""BATAL PESANAN"" PADA RESTONYA, KARENA SAYA SUDAH PESAN MAKANAN MENUNGGU LAMA KARENA CARI DRIVER SUSAH, YANG SALAH BUKAN RESTO / DRIVER TAPI SISTEMMU, KALAU MEMANG LAMA DAN JAM SIBUK SEHARUSNYA RESTO DIBERIKAN KUASA UNTUK BATALKAN PESANAN, SAYA SAMPAI DATANG KE RESTO DAN SAMPAI PARKIRAN LANGSUNG DAPAT DRIVER, BAHKAN SAMPAI PICKUP SENDIRI MAKANAN SAYA AKHIRNYA APA YANG DIRUGIKAN GAK CUMA PELANGGAN TAPI DRIVER JUGA, SILAHKAN PERBAIKI SISTEMMU!!! 😡",13/03/2026 21:46,negatif,Google Maps
Agustian Bastian,1,jek gokilat belom dapet THR BHR ni kacau,13/03/2026 21:43,negatif,Google Maps
Adriansyah Awalludin,1,"SEKARANG SISTEM GOJEK UDAH BOBROK. KASIH ORDERAN DENGAN JARAK JEMPUT LEBIH DARI 3 KILO, DAN ESTIMASI SAMPAI DI TITIK JEMPUT 15 MENIT. SIAPA JUGA YG MAU AMBIL!!!! ARGO TUH DIHITUNG DIMULAI POSISI DRIVER MENDAPATKAN ORDERAN, BUKAN DARI TITIK JEMPUT KE TITIK ANTAR. NGOTAK DIKIT LAH, MANA DIPERBAIKI DIPERBAIKI. BUKANNYA DIPERBAIKI, MALAH MAKIN BOBROK. JANGAN PERNAH BILANG, PERMINTAAN SEDANG TINGGI, ITU BANYAK DRIVER KOK YANG DEKAT DENGAN CUSTOMER. PARAH !!!!",13/03/2026 21:39,positif,Google Maps
Almira Official Channel,1,"Ahir ahir ini susah cari driver, mending uninstal daripada keki",13/03/2026 21:38,negatif,Google Maps
Mah Nie,1,aplikasi ini tidak dapat di gunakan padahal saya perlu pesan banyak makanan di gofood Sudah di coba berulang ulang tetap tidak bisa dengan notifikasi tidak ada jaringan internet padahal jelas internet nya tersambung,13/03/2026 21:35,negatif,Google Maps
Dias Alan,1,ga recommended... mending maxim,13/03/2026 21:34,negatif,Google Maps
Kenrick Chen,1,saya kelaparan satu setengah jam gara-gara mencari tidak ada drive. 🤬🤬🤬🤬,13/03/2026 21:32,negatif,Google Maps
Refandy Uciha,3,aplikasi lemotnya ampun,13/03/2026 21:25,negatif,Google Maps
Candra,1,Driver gofood ganti-ganti terus dalam 1 pesanan. Yang estimasi 25 menit malah jadi 1jam 45 menit. Bahkan makanan belum ready di dapur karna di lewatkan terus sama driver sebelumnya,13/03/2026 21:18,negatif,Google Maps
iwan rahyana,5,mantap,13/03/2026 21:11,positif,Google Maps
Aditya Widiagma,1,Jelek banget driver ga dapat²,13/03/2026 21:11,negatif,Google Maps
Rizki Amry,5,memabntu,13/03/2026 21:11,positif,Google Maps
cartiwi anggun nurhayati,3,"sebagai pengguna gojek selalu saya benar"" kecewa akhir"" ini susah banget buat dapat driver kenapa siih tolong dongg kebijakan nya lebih baik , masih mending gwe bintang 3 soalnya selalu ketemu driver yang baik kalo ngga bintang 1",13/03/2026 21:08,negatif,Google Maps
shintaefra nez,3,GOJEK GA OKE BGT SKRG SUSAH CARI DRIVER PADA JUAL MAHAL,13/03/2026 21:05,netral,Google Maps
Akun kontrol Diawasi,5,oke banget 👍🙏,13/03/2026 20:59,positif,Google Maps
Syifa Putry,5,mempermudah dlm berpergian ke mn pun,13/03/2026 20:56,positif,Google Maps
erica wahyu candrakirana,5,mempermudah,13/03/2026 20:55,positif,Google Maps
Rahman Saja,1,sudah ramai costomer sudah dapat driver ketika jam sibuk dan ketika hujan. saya coba order dari spbu cawang tujuannya sebelum patung pancoran sekalinya dapat drivernya di mampang coba order lagi driver nya di duren tiga karena kasihan kepada drivernya jemputnya terlalu jauh akhirnya tidak jadi order gojek memilih jalan kaki saja. untuk aplikasi upayakan penjemputan jangan terlalu jauh yang berakibat costomer kecewa dan kasihan juga drivernya jika harus jemput terlalu jauh....,13/03/2026 20:49,negatif,Google Maps
Agung Budianto,5,"aplikasinya bagus jd lebih mudah top up"" di game favorit saya.",13/03/2026 20:46,positif,Google Maps
victor nugroho,5,sangat membantu sekali,13/03/2026 20:36,positif,Google Maps
Teguh Apriadi,5,sungguh membantu,13/03/2026 20:34,positif,Google Maps
Fhran Fhran,1,Driver pada ngaco ditambah sistem lokasi nya kadang aneh suka bergerak gerak,13/03/2026 20:34,positif,Google Maps
Arif Nindya,4,user friendly,13/03/2026 20:32,positif,Google Maps
meiddy jonathan sumendap,1,"Sekarang klw pesen GO-RIDE, susah, mitra GO-JEK nya banyak disekitar tp kayanya udh pada ga butuh duit. opsi bintang nol ga ada ya?",13/03/2026 20:31,negatif,Google Maps
denny arvan,1,lama dapat driver,13/03/2026 20:23,negatif,Google Maps
Lilis Tarigan,5,mantap,13/03/2026 20:19,positif,Google Maps
Fatmawatul Miyawati,1,CARI DRIVER PAS MENDUNG GAK ADA ANJ..... PADAHAL TIDAK HUJAN JUGA.... AQ GAK BAKALAN PAKE GOJEK LAGI... AAMMMPPUUUNNNN DAAHHHHH,13/03/2026 20:14,negatif,Google Maps
dika 123,2,diskonnya sih gede² + banyak tapi untuk cari drivernya itu loh susah banget harus nunggu sampai 1 jam an lebih baru bisa dapat driver btw ini saya lokasinya di kalbar,13/03/2026 20:14,negatif,Google Maps
Nindi Sifra,1,"capek saya nunggu nyari gocar udah lama driver minta cancel sampe 3 kali gara-gara kejauhan. buang waktu aja, sistem cari driver nya itu loh benerin dulu",13/03/2026 20:12,negatif,Google Maps
Lalu Nasriadi,1,"ushakan kalau musim hujan jika pesan orderan,cepat dpt driver. kadang sampai berjam-jam GK pernah dapat driver",13/03/2026 20:10,negatif,Google Maps
Febi Ulil Azmi,1,"Kesel bangettt woy, udah nunggu setengah jam lagi hujan bisa2nya di cancel, mana aku ga bisa pesen lagi gara2 terlalu banyak pesen",13/03/2026 20:09,negatif,Google Maps
Raju Trisna Yuri Ranitasari,1,udh nunggu lama lama driver nya ga dapt dapat,13/03/2026 20:09,negatif,Google Maps
Ilham Pratanu,1,driver pada males apa gmn si,13/03/2026 20:08,negatif,Google Maps
asiastar project,1,tiap hari tambah bapuk ni aplikasi kyk mau uninstal aja,13/03/2026 20:07,negatif,Google Maps
Ibnu Junun,1,"udh lama,begitu dpt dicancel",13/03/2026 20:07,negatif,Google Maps
Media Perkebunan,5,ok,13/03/2026 19:57,positif,Google Maps
Muhammad Afifur Rohman,1,"susahhh sekalii mendapatkan driver akhir akhir ini, saya di buat menunggu begitu lama saat pemesanan ,lebih dari satu jam tidak ada driver yang mau menggambil pesanan",13/03/2026 19:55,negatif,Google Maps
Zahira Regyya,1,"gajelas,gd driver yg nrima orderan,pdhl kondisi cuaca cerah aja. begitu dpt g bales chat hmpir sejam pdhk mknan udh ditungguin bnyk org.dh pesen 2× di brand mknan yg sm smpe beda beda otlet grgr kena batal terus kelamaan.",13/03/2026 19:52,negatif,Google Maps
Muji Aris Rahayu,5,pelayanan bagus,13/03/2026 19:51,positif,Google Maps
RAFI Ardiansyah,4,kadang ada driver yg cancel,13/03/2026 19:49,negatif,Google Maps
Hadi Rakim,4,aplikasi kurang lancar bos,13/03/2026 19:46,positif,Google Maps
Rafael steven nugroho,1,kelamaan narik drive nya,13/03/2026 19:44,negatif,Google Maps
Satbun,2,"ini ojek nya makin lama makin susah dapet, udah ditungguin lama lama pernah malah di cancel sama drivernya . sistem penaltinya gimana sih gak jelas banget bikin emosi aja",13/03/2026 19:38,negatif,Google Maps
Clarissa Evelyna,4,kasih rating 4 dulu y nti klo baik saya tambahin gi bintangnya😊,13/03/2026 19:36,positif,Google Maps
Kari Tutupan,5,bagus bener,13/03/2026 19:29,positif,Google Maps
ramatius zakaria,1,"Susah banget cari driver ya? sekali dapat drivernya sengaja tidak bergerak, tanpa ada konfirmasi cancel atau dll. order seperti ini bisa di saksikan tidak drivernya? karena sudah membuang-buang waktu",13/03/2026 19:25,negatif,Google Maps
Baquenn,1,"pelayanan di bulan ramadhan kurang banget,",13/03/2026 19:22,negatif,Google Maps
agha r.e,1,jam sibuk sangat lemot,13/03/2026 19:20,negatif,Google Maps
Nisa Rahmadani,1,"benci x nngk gojek ini. ud 3x aku mesen ga dapat driver, dh lh gabisa di batalin, tunggu 1 jam dl baru bisa, gila sihh. pdhl ud ganti ke ekspress. kalo ga ad driver tutup aja tu go food lu.",13/03/2026 19:15,negatif,Google Maps
Herlan Akbar,2,masa pese gofood pake pengantaran paling cepet slalu susah dapat driver. nyari driver sampe 1 jam. terus ga dpt. di cancel resto. parah. tolong dong klo gada driver jangan suruh nunggu sampe 1 jam.,13/03/2026 19:14,negatif,Google Maps
Muhamad Nur,1,"setelah update apk tidak bisa terinstal lg di hp,tolong di perbaiki lg aplikasi nya txs",13/03/2026 19:14,negatif,Google Maps
Salma Marissa,1,susah banget dapet driver... seenaknya aja driver milih milih... giliran dibalik ga seneng,13/03/2026 19:11,negatif,Google Maps
Julianto Budi,2,kadang suka susah dapetin drivernya padahal cek radar banyak drivernya pada gak mau ambil,13/03/2026 19:07,negatif,Google Maps
AngelTempest_,1,"waktu saya terbuang gara gara ga dapet driver makanan, pdhl makanan ini ada anak kecil yg makan jd hrs diburu waktu, masa sudah 2 kali saya pesan driver TDK ada trs, 1 jam lebih waktu saya terbuang sia2.",13/03/2026 19:06,negatif,Google Maps
Qbel Hollow,5,👍,13/03/2026 19:03,positif,Google Maps
syeh muri,1,sistem nya aneh . order gofood sebelum buka puasa sekitar pukul 17.xx dan 18.53 baru dapat driver . pesanan gak bisa dibatalkan . entah lah kecewa banget saya,13/03/2026 19:00,negatif,Google Maps
Muhammad Adriansyah,1,"jangan pake apk ini, jelek 20 menit gua gadapet driver, aplikasi dongo ko bisa nyari driver doang sampe 20-30 menit? bahkan bisa sampe 1 jam?",13/03/2026 18:58,negatif,Google Maps
Wahyu Suryadi01,1,makin susah dpet driver..lagi urgent driver cancel seenakny..Sering dpet driver yg lokasinya jauh,13/03/2026 18:52,negatif,Google Maps
Radehan,1,saya ada kendala makanan basi pas laporan yang jawab bot terus dan cuma disuruh kasih ulasan resto Langsung kabur tutup chat.gimana ini gojek Indonesia saya jadi rugi 26.800 loh refund gopay saya jangan gitu lah.scam ya,13/03/2026 18:47,negatif,Google Maps
Ravi Abidzar,1,"susah nyari driver buat mesen makanan, udah mesen lebih dari 5 kali tapi ga dapet dapet, ORANG LAPER.",13/03/2026 18:46,negatif,Google Maps
Elza Khoirisma Carrynda,1,kenapa skrg nyari gojek lama bgt?? pdhl saya sering kasih tip. masa nyari doang lamanya sampe 20 menit 30 menit? ga hujan pula. apasih,13/03/2026 18:44,negatif,Google Maps
Alesha Bandung Bird Farm canary,1,"kesel sumpah,udah mah susah dapat drive,sekalinya dapat di kasih drive yang jauh,kasihan atuh... udah gitu pake ada acara cancel system apaan sih,dulu gojek bagus sekarang mah,bukan bantuin malah nyusahin.",13/03/2026 18:42,negatif,Google Maps
Robbi Chandra,1,Driver banyak yg tidak gerak,13/03/2026 18:41,negatif,Google Maps
Asri Wilujeng,3,"ada apa dengan gojek sekarang, selalu diperbarui aplikasinya tapi susah dapat driver harus nunggu lama biar dapat driver",13/03/2026 18:41,negatif,Google Maps
Boby Kook,1,udah booking ber jam jam tp ga dapet dapet driver,13/03/2026 18:40,negatif,Google Maps
Siti Nur Risma Maharani,2,penangan driver cukup lama mau itu goride atau gofood,13/03/2026 18:40,negatif,Google Maps
Brory Lother saleh,5,nice,13/03/2026 18:39,positif,Google Maps
Sudarno Raden,1,gojek makin ga beres.. makin ngaco.. driver dekat ada dikasih yg jauh sampe 9-12 km..,13/03/2026 18:32,negatif,Google Maps
Percil Gede,3,"makin kesini makin lama polll kalo pesen gofood, satu jam lebih baru sampai, driver susah dapetnya, padahal jarak toko ke rumah cuma deket. kalo pesan gojek/gocar juga sama dpt drivernya lama pol. kalo bisa dibenerin nanti dirubah bintangnya 👍",13/03/2026 18:32,negatif,Google Maps
Kirwan Kirwan,1,"GOJEK MENGGILA, MENTANG-MENTANG PAKE HEMAT DITOLAK DRIVER SEMUA, SEKALINYA DAPET JAUH BANGET PENJEMPUTANNYA, UDAH SERING BANGET GINI. UDAH DICANCEL, UDAH PAKAI OJOL SEBELAH TAHU2 APLIKASI DAPAT DRIVER LAGI, INI SIH CARI UNTUNG NGORBANIN DRIVER SAMA CUSTOMER",13/03/2026 18:32,negatif,Google Maps
Ahmad Maulana,1,"kecewa sama gojek mesan di jam"" sibuk pada nolak semua drivernya",13/03/2026 18:30,negatif,Google Maps
Vaas Jorge,1,"susah banget gila dapat driver buat gofood, bayangin aja udah nunggu hampir 2 jam gadapet dan akhirnya dicancel percuma nunggu kebuang waktu 2 jam gw yg bener aja coba",13/03/2026 18:30,negatif,Google Maps
Wiratz Mono,5,pelayanan optimal,13/03/2026 18:26,positif,Google Maps
Vinci Noji,1,"posisi ga akurat, nyari driver lama masa 1 jam ga ketemu apa apa pas mesen",13/03/2026 18:25,negatif,Google Maps
bikir Expos,5,jos,13/03/2026 18:25,positif,Google Maps
Laksita Gama Rukmana,5,nice,13/03/2026 18:24,positif,Google Maps
Raden Zani16,3,lama banget dpet gojek ny 20 mnt lebih ga dpt sdh pakek 2 hp juga gak dapet,13/03/2026 18:22,negatif,Google Maps
Junaidi Juna,1,"mesan go food harus nunggu 1 jam lebih alasannya karena sulit mencari driver, padahal driver bejibun. apakah karena driver prioritas malas Nerima orderan di jam segitu? kenapa tidak dialihkan ke driver biasa aja? opsi batalkan juga tidak bisa pakai menu bantuan, katanya cuma disuruh nunggu. kalau seperti ini terus, tentu pengguna aplikasi akan kecewa. ini terjadi sudah beberapa kali. seharusnya beli makanan untuk buka puasa, eh malah mau isya datangnya.",13/03/2026 18:15,negatif,Google Maps
Ipunk Slankers,3,ongkir buat gofood nya parah bisa lebih mahal dari harga makanan nya,13/03/2026 18:13,negatif,Google Maps
Ramdani PJ,4,kemana2 bisa lebih cepat,13/03/2026 18:08,positif,Google Maps
bunga akina belvanya,1,"lama banget dapat driver nya padahal banyak yang dekat, buang-buang waktu",13/03/2026 18:03,negatif,Google Maps
Sheila Gabriela Barus,1,"aplikasi ngebug, pesanan katanya di batalkan trus tbtb muncul orderan baru, chat cs sulit 😣😖😫😭",13/03/2026 18:03,negatif,Google Maps
Tri aprili Yani,5,"oke terimakasih saya sudah baca di email, tolong di tingkatkan kembali yaahhh.....",13/03/2026 18:00,positif,Google Maps
Indreswari Kusumastuti,4,kenapa sekarang susah ya dpt ojol semuanya gojek apalagi pas dapat langsung dicancel,13/03/2026 17:59,negatif,Google Maps
bagja multazam,1,tiba tiba harga goseng jadi 3x lipat.. kan tolol.... untung langsung di Cancel... langsung gw instal GRAB EXPRESS.,13/03/2026 17:57,negatif,Google Maps
MOH. ZAINUR ROFIK,1,"Lama banget dapet drivernya, padahal yg disekitar ada banyak banget",13/03/2026 17:57,negatif,Google Maps
Iman Rohmanuddin,5,ok,13/03/2026 17:52,positif,Google Maps
Syah Ralin,5,sangat membantu dalam aktivitas,13/03/2026 17:51,positif,Google Maps
Power Gadget,1,beda waktu dikit harganya naik sampe 20k bedaanya,13/03/2026 17:47,negatif,Google Maps
FAKE Taxi,1,mesen dr jam 3 same jam 6 kagaa ada yang ambil buset dah kebangetan bgt gojek makin parah aja,13/03/2026 17:45,negatif,Google Maps
Subhan Sabani,1,"aplikasi lambat, terlalu banyak memakai ram buat ngejalanin satu aplikasi doang... payah!!!",13/03/2026 17:35,negatif,Google Maps
ali sukmawan,5,bagus,13/03/2026 17:32,positif,Google Maps
Specialist Paint,5,Good,13/03/2026 17:30,positif,Google Maps
naviz abdillah,1,"order lama, pekerja malas",13/03/2026 17:29,negatif,Google Maps
Muhammad Harlan,1,"byk driver diskitar tp pd milih"" susahny mnt ampun buat dptin 1 aj gjls makin lama ni apk",13/03/2026 17:29,negatif,Google Maps
Adikeytato Tato,5,good,13/03/2026 17:17,positif,Google Maps
Salim uye 22,1,susah cari driver dan mulai lemot sekrang gojek sekarang,13/03/2026 17:16,negatif,Google Maps
Firman Aji,5,pokonya oke 👍👍,13/03/2026 17:16,positif,Google Maps
Yesika Ica,4,ga mahal di ongkir,13/03/2026 17:16,negatif,Google Maps
Yeni Tri Rahayu,1,"sumpah yaaa, beberapa hari ini gajeee bgt ini aplikasi.. ga guna",13/03/2026 17:15,negatif,Google Maps
Naruto Hokage,5,greattttttt,13/03/2026 17:06,positif,Google Maps
Eka Patma Rahmansyah,1,"buruk, ketika sudah di terima oleh driver, dan driver sudah mau sampai, ketika ternyata ada perubahan tarif, dibatalkan oleh driver, tanpa konfirmasi",13/03/2026 17:04,negatif,Google Maps
Agus Sudrajat,5,sip sangat membatu sekali untuk saat ini,13/03/2026 17:01,positif,Google Maps
Carl John,1,aplikasinya bagus tapi selama problem driver yang pilih pilih penumpang belum diatasi akan saya berikan bintang 1 dulu,13/03/2026 17:00,negatif,Google Maps
Mochamad Akbar Fachrezy,1,lama banget hampir sejam g dpt dpt drivernya,13/03/2026 16:59,negatif,Google Maps
Ainatull Azizah,5,sebenarnya aplikasi nya bagus tpi org yg di gojek jahat ya? gamau nerima pesenan tpi gppa ngerti kokk bulan puasa,13/03/2026 16:52,positif,Google Maps
Adeleine Lovise Vania Pogalin,1,ajng bikin puasa orng batal doang ngntd,13/03/2026 16:51,negatif,Google Maps
Bluemoon,1,"app bodoh nyusahin driver. gw pesen makanan, estimasi tiba 11 menit. ojeknya baru jln 30 menit lebih dari tempat antaran dia yg pertama yg posisinya lebih jauh dri rmh gw. padahal jarak resto ke rmh gw lebih deket dripada yang ojek anter duluan.",13/03/2026 16:51,negatif,Google Maps
Arta Naailah Shafa Andhara,1,"kok tiba tiba gabisa pesen goride?? katanya gada koneksi internet, padahal masih banyak, AKU GABISA PULAANGGGGGGG 👺👺👺👺👺",13/03/2026 16:47,negatif,Google Maps
Ziiioo,1,sistem buruk,13/03/2026 16:41,negatif,Google Maps
Alzena Noya Falisha,2,"setiap pesen pasti dapetnta selalu lama, giliran udh dapet drivernya sering sekali cancel order. udah gitu skrg harganya ga ngotak, yg tadinya 20k bisa naik kadi 35k.orgil",13/03/2026 16:37,negatif,Google Maps
Christina Makmur abadi senantiasa,3,susa h bgt untuk dapatin driver,13/03/2026 16:36,netral,Google Maps
Jro Ketut,5,"inilah wujud asli dari perbudakan jaman modern yang sangat nyata,potongan ke driver sangat besar. driver food hanya dapat ongkos Rp.5.000 sampai Rp.6.000 per orderan itupun harus tunggu direstonya 20 menit sampai 45 menit [satu orderan].Jarak orderan masuk ke resto [pengambilan] bisa 1 kilometer sampai 1,8 kilometer,belum ditambah jarak pengantaran. belum lagi jalan macet,panas,hujan dan permasalah perjalanan yang lainnya. ""orang melarat dilarang mengeluh di negeri yang sakit""",13/03/2026 16:36,negatif,Google Maps
Luji 04,5,mudah dan banyak pilihan,13/03/2026 16:31,positif,Google Maps
Rif,5,bagus,13/03/2026 16:26,positif,Google Maps
anton wahyudi,2,"gila, pesen gosend satu setengah jam nunggu ga ada yang pick up",13/03/2026 16:25,negatif,Google Maps
Lindu Danu Tirta,2,"aplikasi aneh, semua jaringan aman pas buka aplikasi ini doang yg ngelagggg parah, heran",13/03/2026 16:24,negatif,Google Maps
Raihan Maulana Malik Ibrahim,5,"sumpah apk nya tu bagus banget si mempermudah penggunanya trs banyak fitur² gitu suka banget si apa lagi kalo kyk aku orangnya yang suka banget sama fitur baru, plis dong bikin gebrakan baruu adain fitur apa kek gitu, mode gelap atau apa gitu yang baru 😭",13/03/2026 16:23,positif,Google Maps
MUHAMMAD Dzakwan Ar (Raikhan),1,"aplikasi tolong diperbaiki lagi, maksudnya saya lagi ada di posisi A tapi Goridenya di posisi D yang sangat jauh.",13/03/2026 16:22,negatif,Google Maps
Syerly Fitria,4,sipp tingkatkan terus layanannya,13/03/2026 16:21,positif,Google Maps
Dicky Setyawan,1,Selama ramadhan susah sekali dapat driver go ride... dapet selalu jauh..pas dibatalin pesen lagi harganya makin naik... go ride hemat jg susah dapetnya.. kecewa berat sy pakai aplikasi ini,13/03/2026 16:21,negatif,Google Maps
